year,from_country,to_country,points,from_code2,from_code3,to_code2,to_code3,total_points,rank
2000,ireland,cyprus,0,IE,IRL,CY,CYP,8,21.0
2000,ireland,denmark,12,IE,IRL,DK,DNK,195,1.0
2000,ireland,estonia,7,IE,IRL,EE,EST,98,4.0
2000,ireland,north macedonia,0,IE,IRL,MK,MKD,29,15.0
2000,ireland,finland,0,IE,IRL,FI,FIN,18,18.0
2000,ireland,france,0,IE,IRL,FR,FRA,5,23.0
2000,ireland,germany,5,IE,IRL,DE,DEU,96,5.0
2000,ireland,iceland,0,IE,IRL,IS,ISL,45,12.0
2000,ireland,israel,0,IE,IRL,IL,ISR,7,22.0
2000,ireland,latvia,8,IE,IRL,LV,LVA,136,3.0
2000,ireland,malta,3,IE,IRL,MT,MLT,73,8.0
2000,ireland,norway,4,IE,IRL,NO,NOR,57,11.0
2000,ireland,romania,0,IE,IRL,RO,ROU,25,17.0
2000,ireland,russian federation,10,IE,IRL,RU,RUS,155,2.0
2000,ireland,spain,0,IE,IRL,ES,ESP,18,19.0
2000,ireland,sweden,6,IE,IRL,SE,SWE,88,7.0
2000,ireland,switzerland,0,IE,IRL,CH,CHE,14,20.0
2000,ireland,netherlands,1,IE,IRL,NL,NLD,40,13.0
2000,ireland,turkey,0,IE,IRL,TR,TUR,59,10.0
2000,ireland,united kingdom,0,IE,IRL,GB,GBR,28,16.0
2000,israel,austria,0,IL,ISR,AT,AUT,34,14.0
2000,israel,belgium,0,IL,ISR,BE,BEL,2,24.0
2000,israel,croatia,0,IL,ISR,HR,HRV,70,9.0
2000,israel,cyprus,0,IL,ISR,CY,CYP,8,21.0
2000,israel,denmark,12,IL,ISR,DK,DNK,195,1.0
2000,israel,estonia,6,IL,ISR,EE,EST,98,4.0
2000,israel,north macedonia,0,IL,ISR,MK,MKD,29,15.0
2000,israel,finland,0,IL,ISR,FI,FIN,18,18.0
2000,israel,france,0,IL,ISR,FR,FRA,5,23.0
2000,israel,germany,0,IL,ISR,DE,DEU,96,5.0
2000,israel,iceland,5,IL,ISR,IS,ISL,45,12.0
2000,israel,ireland,2,IL,ISR,IE,IRL,92,6.0
2000,israel,latvia,4,IL,ISR,LV,LVA,136,3.0
2000,israel,malta,3,IL,ISR,MT,MLT,73,8.0
2000,israel,norway,7,IL,ISR,NO,NOR,57,11.0
2000,israel,romania,0,IL,ISR,RO,ROU,25,17.0
2000,israel,russian federation,10,IL,ISR,RU,RUS,155,2.0
2000,israel,spain,0,IL,ISR,ES,ESP,18,19.0
2000,israel,sweden,0,IL,ISR,SE,SWE,88,7.0
2000,israel,switzerland,0,IL,ISR,CH,CHE,14,20.0
2000,israel,netherlands,8,IL,ISR,NL,NLD,40,13.0
2000,israel,turkey,0,IL,ISR,TR,TUR,59,10.0
2000,israel,united kingdom,1,IL,ISR,GB,GBR,28,16.0
2000,latvia,austria,5,LV,LVA,AT,AUT,34,14.0
2000,latvia,belgium,0,LV,LVA,BE,BEL,2,24.0
2000,latvia,croatia,0,LV,LVA,HR,HRV,70,9.0
2000,latvia,cyprus,0,LV,LVA,CY,CYP,8,21.0
2000,latvia,denmark,12,LV,LVA,DK,DNK,195,1.0
2000,latvia,estonia,10,LV,LVA,EE,EST,98,4.0
2000,latvia,north macedonia,0,LV,LVA,MK,MKD,29,15.0
2000,latvia,finland,0,LV,LVA,FI,FIN,18,18.0
2000,latvia,france,0,LV,LVA,FR,FRA,5,23.0
2000,latvia,germany,8,LV,LVA,DE,DEU,96,5.0
2000,latvia,iceland,7,LV,LVA,IS,ISL,45,12.0
2000,latvia,ireland,1,LV,LVA,IE,IRL,92,6.0
2000,latvia,israel,0,LV,LVA,IL,ISR,7,22.0
2000,latvia,malta,4,LV,LVA,MT,MLT,73,8.0
2000,latvia,norway,6,LV,LVA,NO,NOR,57,11.0
2000,latvia,romania,0,LV,LVA,RO,ROU,25,17.0
2000,latvia,russian federation,0,LV,LVA,RU,RUS,155,2.0
2000,latvia,spain,0,LV,LVA,ES,ESP,18,19.0
2000,latvia,sweden,0,LV,LVA,SE,SWE,88,7.0
2000,latvia,switzerland,2,LV,LVA,CH,CHE,14,20.0
2000,latvia,netherlands,0,LV,LVA,NL,NLD,40,13.0
2000,latvia,turkey,0,LV,LVA,TR,TUR,59,10.0
2000,latvia,united kingdom,3,LV,LVA,GB,GBR,28,16.0
2000,malta,austria,2,MT,MLT,AT,AUT,34,14.0
2000,malta,belgium,0,MT,MLT,BE,BEL,2,24.0
2000,malta,croatia,0,MT,MLT,HR,HRV,70,9.0
2000,malta,cyprus,1,MT,MLT,CY,CYP,8,21.0
2000,malta,denmark,8,MT,MLT,DK,DNK,195,1.0
2000,malta,estonia,7,MT,MLT,EE,EST,98,4.0
2000,malta,north macedonia,0,MT,MLT,MK,MKD,29,15.0
2000,malta,finland,0,MT,MLT,FI,FIN,18,18.0
2000,malta,france,0,MT,MLT,FR,FRA,5,23.0
2000,malta,germany,0,MT,MLT,DE,DEU,96,5.0
2000,malta,iceland,0,MT,MLT,IS,ISL,45,12.0
2000,malta,ireland,10,MT,MLT,IE,IRL,92,6.0
2000,malta,israel,0,MT,MLT,IL,ISR,7,22.0
2000,malta,latvia,0,MT,MLT,LV,LVA,136,3.0
2000,malta,norway,3,MT,MLT,NO,NOR,57,11.0
2000,malta,romania,0,MT,MLT,RO,ROU,25,17.0
2000,malta,russian federation,12,MT,MLT,RU,RUS,155,2.0
2000,malta,spain,0,MT,MLT,ES,ESP,18,19.0
2000,malta,sweden,4,MT,MLT,SE,SWE,88,7.0
2000,malta,switzerland,0,MT,MLT,CH,CHE,14,20.0
2000,malta,netherlands,5,MT,MLT,NL,NLD,40,13.0
2000,malta,turkey,0,MT,MLT,TR,TUR,59,10.0
2000,malta,united kingdom,6,MT,MLT,GB,GBR,28,16.0
2000,norway,austria,0,NO,NOR,AT,AUT,34,14.0
2000,norway,belgium,0,NO,NOR,BE,BEL,2,24.0
2000,norway,croatia,0,NO,NOR,HR,HRV,70,9.0
2000,norway,cyprus,0,NO,NOR,CY,CYP,8,21.0
2000,norway,denmark,10,NO,NOR,DK,DNK,195,1.0
2000,norway,estonia,4,NO,NOR,EE,EST,98,4.0
2000,norway,north macedonia,0,NO,NOR,MK,MKD,29,15.0
2000,norway,finland,0,NO,NOR,FI,FIN,18,18.0
2000,norway,france,0,NO,NOR,FR,FRA,5,23.0
2000,norway,germany,3,NO,NOR,DE,DEU,96,5.0
2000,norway,iceland,7,NO,NOR,IS,ISL,45,12.0
2000,norway,ireland,6,NO,NOR,IE,IRL,92,6.0
2000,norway,israel,0,NO,NOR,IL,ISR,7,22.0
2000,norway,latvia,12,NO,NOR,LV,LVA,136,3.0
2000,norway,malta,2,NO,NOR,MT,MLT,73,8.0
2000,norway,romania,0,NO,NOR,RO,ROU,25,17.0
2000,norway,russian federation,8,NO,NOR,RU,RUS,155,2.0
2000,norway,spain,0,NO,NOR,ES,ESP,18,19.0
2000,norway,sweden,5,NO,NOR,SE,SWE,88,7.0
2000,norway,switzerland,0,NO,NOR,CH,CHE,14,20.0
2000,norway,netherlands,0,NO,NOR,NL,NLD,40,13.0
2000,norway,turkey,1,NO,NOR,TR,TUR,59,10.0
2000,norway,united kingdom,0,NO,NOR,GB,GBR,28,16.0
2000,romania,austria,0,RO,ROU,AT,AUT,34,14.0
2000,romania,belgium,0,RO,ROU,BE,BEL,2,24.0
2000,romania,croatia,8,RO,ROU,HR,HRV,70,9.0
2000,romania,cyprus,0,RO,ROU,CY,CYP,8,21.0
2000,romania,denmark,1,RO,ROU,DK,DNK,195,1.0
2000,romania,estonia,6,RO,ROU,EE,EST,98,4.0
2000,romania,north macedonia,10,RO,ROU,MK,MKD,29,15.0
2000,romania,finland,4,RO,ROU,FI,FIN,18,18.0
2000,romania,france,0,RO,ROU,FR,FRA,5,23.0
2000,romania,germany,0,RO,ROU,DE,DEU,96,5.0
2000,romania,iceland,0,RO,ROU,IS,ISL,45,12.0
2000,romania,ireland,2,RO,ROU,IE,IRL,92,6.0
2000,romania,israel,0,RO,ROU,IL,ISR,7,22.0
2000,romania,latvia,0,RO,ROU,LV,LVA,136,3.0
2000,romania,malta,7,RO,ROU,MT,MLT,73,8.0
2000,romania,norway,0,RO,ROU,NO,NOR,57,11.0
2000,romania,russian federation,12,RO,ROU,RU,RUS,155,2.0
2000,romania,spain,5,RO,ROU,ES,ESP,18,19.0
2000,romania,sweden,0,RO,ROU,SE,SWE,88,7.0
2000,romania,switzerland,0,RO,ROU,CH,CHE,14,20.0
2000,romania,netherlands,0,RO,ROU,NL,NLD,40,13.0
2000,romania,turkey,0,RO,ROU,TR,TUR,59,10.0
2000,romania,united kingdom,3,RO,ROU,GB,GBR,28,16.0
2000,russian federation,austria,0,RU,RUS,AT,AUT,34,14.0
2000,russian federation,belgium,0,RU,RUS,BE,BEL,2,24.0
2000,russian federation,croatia,10,RU,RUS,HR,HRV,70,9.0
2000,russian federation,cyprus,0,RU,RUS,CY,CYP,8,21.0
2000,russian federation,denmark,12,RU,RUS,DK,DNK,195,1.0
2000,russian federation,estonia,0,RU,RUS,EE,EST,98,4.0
2000,russian federation,north macedonia,7,RU,RUS,MK,MKD,29,15.0
2000,russian federation,finland,0,RU,RUS,FI,FIN,18,18.0
2000,russian federation,france,3,RU,RUS,FR,FRA,5,23.0
2000,russian federation,germany,4,RU,RUS,DE,DEU,96,5.0
2000,russian federation,iceland,0,RU,RUS,IS,ISL,45,12.0
2000,russian federation,ireland,0,RU,RUS,IE,IRL,92,6.0
2000,russian federation,israel,0,RU,RUS,IL,ISR,7,22.0
2000,russian federation,latvia,1,RU,RUS,LV,LVA,136,3.0
2000,russian federation,malta,8,RU,RUS,MT,MLT,73,8.0
2000,russian federation,norway,0,RU,RUS,NO,NOR,57,11.0
2000,russian federation,romania,6,RU,RUS,RO,ROU,25,17.0
2000,russian federation,spain,2,RU,RUS,ES,ESP,18,19.0
2000,russian federation,sweden,0,RU,RUS,SE,SWE,88,7.0
2000,russian federation,switzerland,5,RU,RUS,CH,CHE,14,20.0
2000,russian federation,netherlands,0,RU,RUS,NL,NLD,40,13.0
2000,russian federation,turkey,0,RU,RUS,TR,TUR,59,10.0
2000,russian federation,united kingdom,0,RU,RUS,GB,GBR,28,16.0
2000,spain,austria,8,ES,ESP,AT,AUT,34,14.0
2000,spain,belgium,0,ES,ESP,BE,BEL,2,24.0
2000,spain,croatia,2,ES,ESP,HR,HRV,70,9.0
2000,spain,cyprus,0,ES,ESP,CY,CYP,8,21.0
2000,spain,denmark,10,ES,ESP,DK,DNK,195,1.0
2000,spain,estonia,0,ES,ESP,EE,EST,98,4.0
2000,spain,north macedonia,0,ES,ESP,MK,MKD,29,15.0
2000,spain,finland,0,ES,ESP,FI,FIN,18,18.0
2000,spain,france,0,ES,ESP,FR,FRA,5,23.0
2000,spain,germany,12,ES,ESP,DE,DEU,96,5.0
2000,spain,iceland,0,ES,ESP,IS,ISL,45,12.0
2000,spain,ireland,3,ES,ESP,IE,IRL,92,6.0
2000,spain,israel,0,ES,ESP,IL,ISR,7,22.0
2000,spain,latvia,7,ES,ESP,LV,LVA,136,3.0
2000,spain,malta,1,ES,ESP,MT,MLT,73,8.0
2000,spain,norway,0,ES,ESP,NO,NOR,57,11.0
2000,spain,romania,0,ES,ESP,RO,ROU,25,17.0
2000,spain,russian federation,5,ES,ESP,RU,RUS,155,2.0
2000,spain,sweden,6,ES,ESP,SE,SWE,88,7.0
2000,spain,switzerland,0,ES,ESP,CH,CHE,14,20.0
2000,spain,netherlands,4,ES,ESP,NL,NLD,40,13.0
2000,spain,turkey,0,ES,ESP,TR,TUR,59,10.0
2000,spain,united kingdom,0,ES,ESP,GB,GBR,28,16.0
2000,sweden,austria,0,SE,SWE,AT,AUT,34,14.0
2000,sweden,belgium,0,SE,SWE,BE,BEL,2,24.0
2000,sweden,croatia,0,SE,SWE,HR,HRV,70,9.0
2000,sweden,cyprus,0,SE,SWE,CY,CYP,8,21.0
2000,sweden,denmark,12,SE,SWE,DK,DNK,195,1.0
2000,sweden,estonia,6,SE,SWE,EE,EST,98,4.0
2000,sweden,north macedonia,0,SE,SWE,MK,MKD,29,15.0
2000,sweden,finland,2,SE,SWE,FI,FIN,18,18.0
2000,sweden,france,0,SE,SWE,FR,FRA,5,23.0
2000,sweden,germany,0,SE,SWE,DE,DEU,96,5.0
2000,sweden,iceland,8,SE,SWE,IS,ISL,45,12.0
2000,sweden,ireland,4,SE,SWE,IE,IRL,92,6.0
2000,sweden,israel,0,SE,SWE,IL,ISR,7,22.0
2000,sweden,latvia,10,SE,SWE,LV,LVA,136,3.0
2000,sweden,malta,3,SE,SWE,MT,MLT,73,8.0
2000,sweden,norway,7,SE,SWE,NO,NOR,57,11.0
2000,sweden,romania,0,SE,SWE,RO,ROU,25,17.0
2000,sweden,russian federation,5,SE,SWE,RU,RUS,155,2.0
2000,sweden,spain,0,SE,SWE,ES,ESP,18,19.0
2000,sweden,switzerland,0,SE,SWE,CH,CHE,14,20.0
2000,sweden,netherlands,0,SE,SWE,NL,NLD,40,13.0
2000,sweden,turkey,1,SE,SWE,TR,TUR,59,10.0
2000,sweden,united kingdom,0,SE,SWE,GB,GBR,28,16.0
2000,switzerland,austria,4,CH,CHE,AT,AUT,34,14.0
2000,switzerland,belgium,0,CH,CHE,BE,BEL,2,24.0
2000,switzerland,croatia,6,CH,CHE,HR,HRV,70,9.0
2000,switzerland,cyprus,0,CH,CHE,CY,CYP,8,21.0
2000,switzerland,denmark,10,CH,CHE,DK,DNK,195,1.0
2000,switzerland,estonia,0,CH,CHE,EE,EST,98,4.0
2000,switzerland,north macedonia,0,CH,CHE,MK,MKD,29,15.0
2000,switzerland,finland,0,CH,CHE,FI,FIN,18,18.0
2000,switzerland,france,0,CH,CHE,FR,FRA,5,23.0
2000,switzerland,germany,12,CH,CHE,DE,DEU,96,5.0
2000,switzerland,iceland,0,CH,CHE,IS,ISL,45,12.0
2000,switzerland,ireland,8,CH,CHE,IE,IRL,92,6.0
2000,switzerland,israel,0,CH,CHE,IL,ISR,7,22.0
2000,switzerland,latvia,7,CH,CHE,LV,LVA,136,3.0
2000,switzerland,malta,0,CH,CHE,MT,MLT,73,8.0
2000,switzerland,norway,0,CH,CHE,NO,NOR,57,11.0
2000,switzerland,romania,0,CH,CHE,RO,ROU,25,17.0
2000,switzerland,russian federation,2,CH,CHE,RU,RUS,155,2.0
2000,switzerland,spain,1,CH,CHE,ES,ESP,18,19.0
2000,switzerland,sweden,3,CH,CHE,SE,SWE,88,7.0
2000,switzerland,netherlands,0,CH,CHE,NL,NLD,40,13.0
2000,switzerland,turkey,5,CH,CHE,TR,TUR,59,10.0
2000,switzerland,united kingdom,0,CH,CHE,GB,GBR,28,16.0
2000,netherlands,austria,0,NL,NLD,AT,AUT,34,14.0
2000,netherlands,belgium,0,NL,NLD,BE,BEL,2,24.0
2000,netherlands,croatia,0,NL,NLD,HR,HRV,70,9.0
2000,netherlands,cyprus,0,NL,NLD,CY,CYP,8,21.0
2000,netherlands,denmark,10,NL,NLD,DK,DNK,195,1.0
2000,netherlands,estonia,7,NL,NLD,EE,EST,98,4.0
2000,netherlands,north macedonia,0,NL,NLD,MK,MKD,29,15.0
2000,netherlands,finland,5,NL,NLD,FI,FIN,18,18.0
2000,netherlands,france,2,NL,NLD,FR,FRA,5,23.0
2000,netherlands,germany,8,NL,NLD,DE,DEU,96,5.0
2000,netherlands,iceland,0,NL,NLD,IS,ISL,45,12.0
2000,netherlands,ireland,3,NL,NLD,IE,IRL,92,6.0
2000,netherlands,israel,0,NL,NLD,IL,ISR,7,22.0
2000,netherlands,latvia,4,NL,NLD,LV,LVA,136,3.0
2000,netherlands,malta,1,NL,NLD,MT,MLT,73,8.0
2000,netherlands,norway,0,NL,NLD,NO,NOR,57,11.0
2000,netherlands,romania,0,NL,NLD,RO,ROU,25,17.0
2000,netherlands,russian federation,0,NL,NLD,RU,RUS,155,2.0
2000,netherlands,spain,0,NL,NLD,ES,ESP,18,19.0
2000,netherlands,sweden,0,NL,NLD,SE,SWE,88,7.0
2000,netherlands,switzerland,6,NL,NLD,CH,CHE,14,20.0
2000,netherlands,turkey,12,NL,NLD,TR,TUR,59,10.0
2000,netherlands,united kingdom,0,NL,NLD,GB,GBR,28,16.0
2000,turkey,austria,4,TR,TUR,AT,AUT,34,14.0
2000,turkey,belgium,0,TR,TUR,BE,BEL,2,24.0
2000,turkey,croatia,8,TR,TUR,HR,HRV,70,9.0
2000,turkey,cyprus,0,TR,TUR,CY,CYP,8,21.0
2000,turkey,denmark,1,TR,TUR,DK,DNK,195,1.0
2000,turkey,estonia,2,TR,TUR,EE,EST,98,4.0
2000,turkey,north macedonia,0,TR,TUR,MK,MKD,29,15.0
2000,turkey,finland,0,TR,TUR,FI,FIN,18,18.0
2000,turkey,france,0,TR,TUR,FR,FRA,5,23.0
2000,turkey,germany,0,TR,TUR,DE,DEU,96,5.0
2000,turkey,iceland,0,TR,TUR,IS,ISL,45,12.0
2000,turkey,ireland,7,TR,TUR,IE,IRL,92,6.0
2000,turkey,israel,0,TR,TUR,IL,ISR,7,22.0
2000,turkey,latvia,0,TR,TUR,LV,LVA,136,3.0
2000,turkey,malta,5,TR,TUR,MT,MLT,73,8.0
2000,turkey,norway,10,TR,TUR,NO,NOR,57,11.0
2000,turkey,romania,0,TR,TUR,RO,ROU,25,17.0
2000,turkey,russian federation,0,TR,TUR,RU,RUS,155,2.0
2000,turkey,spain,0,TR,TUR,ES,ESP,18,19.0
2000,turkey,sweden,12,TR,TUR,SE,SWE,88,7.0
2000,turkey,switzerland,0,TR,TUR,CH,CHE,14,20.0
2000,turkey,netherlands,3,TR,TUR,NL,NLD,40,13.0
2000,turkey,united kingdom,6,TR,TUR,GB,GBR,28,16.0
2000,united kingdom,austria,1,GB,GBR,AT,AUT,34,14.0
2000,united kingdom,belgium,0,GB,GBR,BE,BEL,2,24.0
2000,united kingdom,croatia,0,GB,GBR,HR,HRV,70,9.0
2000,united kingdom,cyprus,0,GB,GBR,CY,CYP,8,21.0
2000,united kingdom,denmark,12,GB,GBR,DK,DNK,195,1.0
2000,united kingdom,estonia,4,GB,GBR,EE,EST,98,4.0
2000,united kingdom,north macedonia,0,GB,GBR,MK,MKD,29,15.0
2000,united kingdom,finland,0,GB,GBR,FI,FIN,18,18.0
2000,united kingdom,france,0,GB,GBR,FR,FRA,5,23.0
2000,united kingdom,germany,5,GB,GBR,DE,DEU,96,5.0
2000,united kingdom,iceland,0,GB,GBR,IS,ISL,45,12.0
2000,united kingdom,ireland,10,GB,GBR,IE,IRL,92,6.0
2000,united kingdom,israel,0,GB,GBR,IL,ISR,7,22.0
2000,united kingdom,latvia,7,GB,GBR,LV,LVA,136,3.0
2000,united kingdom,malta,2,GB,GBR,MT,MLT,73,8.0
2000,united kingdom,norway,3,GB,GBR,NO,NOR,57,11.0
2000,united kingdom,romania,0,GB,GBR,RO,ROU,25,17.0
2000,united kingdom,russian federation,8,GB,GBR,RU,RUS,155,2.0
2000,united kingdom,spain,0,GB,GBR,ES,ESP,18,19.0
2000,united kingdom,sweden,6,GB,GBR,SE,SWE,88,7.0
2000,united kingdom,switzerland,0,GB,GBR,CH,CHE,14,20.0
2000,united kingdom,netherlands,0,GB,GBR,NL,NLD,40,13.0
2000,united kingdom,turkey,0,GB,GBR,TR,TUR,59,10.0
2001,bosnia and herzegovina,croatia,7,BA,BIH,HR,HRV,42,10.0
2001,bosnia and herzegovina,denmark,0,BA,BIH,DK,DNK,177,2.0
2001,bosnia and herzegovina,estonia,4,BA,BIH,EE,EST,198,1.0
2001,bosnia and herzegovina,france,12,BA,BIH,FR,FRA,142,4.0
2001,bosnia and herzegovina,germany,0,BA,BIH,DE,DEU,66,8.0
2001,bosnia and herzegovina,greece,8,BA,BIH,GR,GRC,147,3.0
2001,bosnia and herzegovina,iceland,0,BA,BIH,IS,ISL,3,22.0
2001,bosnia and herzegovina,ireland,0,BA,BIH,IE,IRL,6,21.0
2001,bosnia and herzegovina,israel,6,BA,BIH,IL,ISR,25,16.0
2001,bosnia and herzegovina,latvia,0,BA,BIH,LV,LVA,16,18.0
2001,bosnia and herzegovina,lithuania,2,BA,BIH,LT,LTU,35,13.0
2001,bosnia and herzegovina,malta,1,BA,BIH,MT,MLT,48,9.0
2001,bosnia and herzegovina,norway,0,BA,BIH,NO,NOR,3,23.0
2001,bosnia and herzegovina,poland,0,BA,BIH,PL,POL,11,20.0
2001,bosnia and herzegovina,portugal,0,BA,BIH,PT,PRT,18,17.0
2001,bosnia and herzegovina,russian federation,0,BA,BIH,RU,RUS,37,12.0
2001,bosnia and herzegovina,slovenia,10,BA,BIH,SI,SVN,70,7.0
2001,bosnia and herzegovina,spain,5,BA,BIH,ES,ESP,76,6.0
2001,bosnia and herzegovina,sweden,3,BA,BIH,SE,SWE,100,5.0
2001,bosnia and herzegovina,netherlands,0,BA,BIH,NL,NLD,16,19.0
2001,bosnia and herzegovina,turkey,0,BA,BIH,TR,TUR,41,11.0
2001,bosnia and herzegovina,united kingdom,0,BA,BIH,GB,GBR,28,15.0
2001,croatia,bosnia and herzegovina,10,HR,HRV,BA,BIH,29,14.0
2001,croatia,denmark,12,HR,HRV,DK,DNK,177,2.0
2001,croatia,estonia,2,HR,HRV,EE,EST,198,1.0
2001,croatia,france,6,HR,HRV,FR,FRA,142,4.0
2001,croatia,germany,1,HR,HRV,DE,DEU,66,8.0
2001,croatia,greece,5,HR,HRV,GR,GRC,147,3.0
2001,croatia,iceland,0,HR,HRV,IS,ISL,3,22.0
2001,croatia,ireland,0,HR,HRV,IE,IRL,6,21.0
2001,croatia,israel,0,HR,HRV,IL,ISR,25,16.0
2001,croatia,latvia,0,HR,HRV,LV,LVA,16,18.0
2001,croatia,lithuania,0,HR,HRV,LT,LTU,35,13.0
2001,croatia,malta,0,HR,HRV,MT,MLT,48,9.0
2001,croatia,norway,0,HR,HRV,NO,NOR,3,23.0
2001,croatia,poland,0,HR,HRV,PL,POL,11,20.0
2001,croatia,portugal,0,HR,HRV,PT,PRT,18,17.0
2001,croatia,russian federation,0,HR,HRV,RU,RUS,37,12.0
2001,croatia,slovenia,8,HR,HRV,SI,SVN,70,7.0
2001,croatia,spain,0,HR,HRV,ES,ESP,76,6.0
2001,croatia,sweden,4,HR,HRV,SE,SWE,100,5.0
2001,croatia,netherlands,0,HR,HRV,NL,NLD,16,19.0
2001,croatia,turkey,7,HR,HRV,TR,TUR,41,11.0
2001,croatia,united kingdom,3,HR,HRV,GB,GBR,28,15.0
2001,denmark,bosnia and herzegovina,7,DK,DNK,BA,BIH,29,14.0
2001,denmark,croatia,0,DK,DNK,HR,HRV,42,10.0
2001,denmark,estonia,8,DK,DNK,EE,EST,198,1.0
2001,denmark,france,6,DK,DNK,FR,FRA,142,4.0
2001,denmark,germany,4,DK,DNK,DE,DEU,66,8.0
2001,denmark,greece,5,DK,DNK,GR,GRC,147,3.0
2001,denmark,iceland,2,DK,DNK,IS,ISL,3,22.0
2001,denmark,ireland,0,DK,DNK,IE,IRL,6,21.0
2001,denmark,israel,0,DK,DNK,IL,ISR,25,16.0
2001,denmark,latvia,0,DK,DNK,LV,LVA,16,18.0
2001,denmark,lithuania,0,DK,DNK,LT,LTU,35,13.0
2001,denmark,malta,12,DK,DNK,MT,MLT,48,9.0
2001,denmark,norway,0,DK,DNK,NO,NOR,3,23.0
2001,denmark,poland,1,DK,DNK,PL,POL,11,20.0
2001,denmark,portugal,0,DK,DNK,PT,PRT,18,17.0
2001,denmark,russian federation,0,DK,DNK,RU,RUS,37,12.0
2001,denmark,slovenia,0,DK,DNK,SI,SVN,70,7.0
2001,denmark,spain,0,DK,DNK,ES,ESP,76,6.0
2001,denmark,sweden,10,DK,DNK,SE,SWE,100,5.0
2001,denmark,netherlands,0,DK,DNK,NL,NLD,16,19.0
2001,denmark,turkey,3,DK,DNK,TR,TUR,41,11.0
2001,denmark,united kingdom,0,DK,DNK,GB,GBR,28,15.0
2001,estonia,bosnia and herzegovina,0,EE,EST,BA,BIH,29,14.0
2001,estonia,croatia,0,EE,EST,HR,HRV,42,10.0
2001,estonia,denmark,12,EE,EST,DK,DNK,177,2.0
2001,estonia,france,10,EE,EST,FR,FRA,142,4.0
2001,estonia,germany,1,EE,EST,DE,DEU,66,8.0
2001,estonia,greece,6,EE,EST,GR,GRC,147,3.0
2001,estonia,iceland,0,EE,EST,IS,ISL,3,22.0
2001,estonia,ireland,0,EE,EST,IE,IRL,6,21.0
2001,estonia,israel,0,EE,EST,IL,ISR,25,16.0
2001,estonia,latvia,8,EE,EST,LV,LVA,16,18.0
2001,estonia,lithuania,0,EE,EST,LT,LTU,35,13.0
2001,estonia,malta,2,EE,EST,MT,MLT,48,9.0
2001,estonia,norway,0,EE,EST,NO,NOR,3,23.0
2001,estonia,poland,0,EE,EST,PL,POL,11,20.0
2001,estonia,portugal,0,EE,EST,PT,PRT,18,17.0
2001,estonia,russian federation,4,EE,EST,RU,RUS,37,12.0
2001,estonia,slovenia,5,EE,EST,SI,SVN,70,7.0
2001,estonia,spain,3,EE,EST,ES,ESP,76,6.0
2001,estonia,sweden,7,EE,EST,SE,SWE,100,5.0
2001,estonia,netherlands,0,EE,EST,NL,NLD,16,19.0
2001,estonia,turkey,0,EE,EST,TR,TUR,41,11.0
2001,estonia,united kingdom,0,EE,EST,GB,GBR,28,15.0
2001,france,bosnia and herzegovina,0,FR,FRA,BA,BIH,29,14.0
2001,france,croatia,0,FR,FRA,HR,HRV,42,10.0
2001,france,denmark,4,FR,FRA,DK,DNK,177,2.0
2001,france,estonia,8,FR,FRA,EE,EST,198,1.0
2001,france,germany,6,FR,FRA,DE,DEU,66,8.0
2001,france,greece,3,FR,FRA,GR,GRC,147,3.0
2001,france,iceland,0,FR,FRA,IS,ISL,3,22.0
2001,france,ireland,0,FR,FRA,IE,IRL,6,21.0
2001,france,israel,10,FR,FRA,IL,ISR,25,16.0
2001,france,latvia,0,FR,FRA,LV,LVA,16,18.0
2001,france,lithuania,0,FR,FRA,LT,LTU,35,13.0
2001,france,malta,0,FR,FRA,MT,MLT,48,9.0
2001,france,norway,0,FR,FRA,NO,NOR,3,23.0
2001,france,poland,0,FR,FRA,PL,POL,11,20.0
2001,france,portugal,12,FR,FRA,PT,PRT,18,17.0
2001,france,russian federation,0,FR,FRA,RU,RUS,37,12.0
2001,france,slovenia,1,FR,FRA,SI,SVN,70,7.0
2001,france,spain,5,FR,FRA,ES,ESP,76,6.0
2001,france,sweden,2,FR,FRA,SE,SWE,100,5.0
2001,france,netherlands,0,FR,FRA,NL,NLD,16,19.0
2001,france,turkey,7,FR,FRA,TR,TUR,41,11.0
2001,france,united kingdom,0,FR,FRA,GB,GBR,28,15.0
2001,germany,bosnia and herzegovina,0,DE,DEU,BA,BIH,29,14.0
2001,germany,croatia,3,DE,DEU,HR,HRV,42,10.0
2001,germany,denmark,12,DE,DEU,DK,DNK,177,2.0
2001,germany,estonia,10,DE,DEU,EE,EST,198,1.0
2001,germany,france,6,DE,DEU,FR,FRA,142,4.0
2001,germany,greece,8,DE,DEU,GR,GRC,147,3.0
2001,germany,iceland,0,DE,DEU,IS,ISL,3,22.0
2001,germany,ireland,0,DE,DEU,IE,IRL,6,21.0
2001,germany,israel,0,DE,DEU,IL,ISR,25,16.0
2001,germany,latvia,0,DE,DEU,LV,LVA,16,18.0
2001,germany,lithuania,0,DE,DEU,LT,LTU,35,13.0
2001,germany,malta,1,DE,DEU,MT,MLT,48,9.0
2001,germany,norway,0,DE,DEU,NO,NOR,3,23.0
2001,germany,poland,5,DE,DEU,PL,POL,11,20.0
2001,germany,portugal,0,DE,DEU,PT,PRT,18,17.0
